,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1496,13%,"Galilee, Israel",750 ml,White, Israel,10/1/2017,"Pale straw in color, this wine has a nose of grapefruit and rose petal. It's very soft on the palate, with passion fruit, lemon and rose flavors and a drawn-out, fruit-filled finish.",Estate,"Allied Importers, USA, Ltd",Dalton 2016 Estate Fumé Blanc (Galilee),$15,Galilee,86,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],"Fumé Blanc, Sauvignon Blanc",2016,Dalton
1497,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,10/1/2017,"Matchstick aromas are joined by a fleshy tropical character that defines this wine, which is aged in stainless steel drums, neutral French oak and a touch of new Acacia. Robust and ripe, it offers a boldness of vanilla and melon.",Virginia's Block Jane's Vineyard,,Davis Bynum 2016 Virginia's Block Jane's Vineyard Sauvignon Blanc (Russian River Valley),$25, California,86, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Davis Bynum
1498,N/A,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,The Saumur-based merchant has produced this ripe soft wine from a single vineyard. It is an easy simple wine with attractive acidity and some tangy citrus fruits. Drink now.,Château de Fontaine-Audon,Vintus LLC,Langlois-Chateau 2015 Château de Fontaine-Audon  (Sancerre),$26, Loire Valley,86,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Langlois-Chateau
1499,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine is soft with a flinty edge that gives it structure. There is a juicy character to this clean crisp wine that reveals itself in the apple, lime and grapefruit flavors. The wine is young, although very ready to drink.",Domaine des Côtes Blanches,T. Elenteny Imports,François Millet 2016 Domaine des Côtes Blanches  (Sancerre),$25, Loire Valley,86,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,François Millet
1500,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"This tangy wine is crisp while also fruity. With its hints of herbal flavors along with green plum and apples, it is a juicy wine that is ready to drink now.",Antoine Simoneau Cuvée AS,Z Wine Gallery Imports,Paris-Simoneau 2016 Antoine Simoneau Cuvée AS Sauvignon Blanc (Touraine),$9, Loire Valley,86,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Paris-Simoneau
1501,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"This is a stylish attractive wine. It has an herbal touch although it is more about delicious bright fruit. Citrus and crisp apples dominate, laced with acidity. This refreshing wine is ready to drink now.",Antoine Simoneau,American Northwest Distributors Inc,Paris-Simoneau 2016 Antoine Simoneau Sauvignon Blanc (Touraine),$9, Loire Valley,86,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Paris-Simoneau
1502,12.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,Ripe tropical fruit flavors give this wine from Sancerre producer Eric Louis its warm character. It has enough acidity to cut through the richness and give it a fruity aftertaste. It's ready to drink.,Alphonse Dolly Les Doigts d'Or de Dolly,Chemin Des Vins,Eric Louis 2016 Alphonse Dolly Les Doigts d'Or de Dolly Sauvignon Blanc (Vin de France),$14, France Other,86,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Eric Louis
1503,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This accessible ripe wine is full of fruit. The aromas are intensely herbal, a character that is repeated in the grassy palate that is lifted by juicy green fruits and citrus. Drink now.",,Planet Wine,Domaine de la Villaudière 2015  Sancerre,$17, Loire Valley,86,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine de la Villaudière
1504,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Although this producer is based in Pouilly-sur-Loire, across the Loire, it also has vines in Sancerre. This attractive crisp wine has herbal hints and bright apple and citrus fruit. Drink now.",Domaine de la Perrière,Esprit du Vin,Saget la Perrière 2015 Domaine de la Perrière  (Sancerre),$26, Loire Valley,86,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Saget la Perrière
1505,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Open, friendly and lively fruit dominate this crisp clean wine. It comes from one of three estates owned by the Gueneau family. Spice and lively acidity finish this immediately drinkable wine.",Domaine des Grandes Perrières,"Fruit of the Vines, Inc",Jérôme Gueneau 2016 Domaine des Grandes Perrières  (Sancerre),$25, Loire Valley,86,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Jérôme Gueneau
1506,13.8%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2017,Jalapeño and green-bean savory flavor is joined by a freshly cut grass feel in this lively light-bodied white. It is spritzy in acidity and has a taste of just-squeezed lemon.,,,Judd's Hill 2016 Sauvignon Blanc (Napa Valley),$32, California,86, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Judd's Hill
1507,12.5%,"Val de Loire, Loire Valley, France",750 ml,White, France,10/1/2017,"Bringing out the crispness of a Touraine Sauvignon, this wine is full of herbal flavors, crisp acidity and a soft fruity character. It is immediately attractive, simple, bright and ready to drink.",Petit Bourgeois Sauvignon Blanc,Chambers & Chambers,Henri Bourgeois 2016 Petit Bourgeois Sauvignon Blanc Sauvignon Blanc (Val de Loire),$13, Loire Valley,86,Val de Loire,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Henri Bourgeois
1508,12.5%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,This is a ripe peach and apple-flavored wine. It has fine acidity to balance this richness giving an immediately attractive fruity wine. Drink this easygoing wine now.,La Tour Saint-Martin Morogues,1_No Submitting Co,Domaine Minchin 2015 La Tour Saint-Martin Morogues  (Menetou-Salon),$20, Loire Valley,86,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Minchin
1509,12%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This warm-climate Sauvignon Blanc is soft and very fruity, with the merest hint of herbal character. Its juiciness, acidity and peach flavors are refreshing.",,DHI Selections,Florent Descombe NV Sauvignon Blanc (Vin de France),$16, France Other,86,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,,Florent Descombe
1510,14.2%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2017,"The winery's first wine under screw cap, and only the third vintage of this variety, this has a steely nose and a thick floral layering of sweet peach and vanilla, offering a richness on the midpalate that persists through the finish.",,,Rombauer 2016 Sauvignon Blanc (Napa Valley),$24, California,86, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Rombauer
1511,12%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This is a soft, lightly earthy style of wine produced from grapes from across the Loire Valley. It has a strong herbal character and a touch of grapefruit. Drink now.",,David Milligan Selections,Fournier Père et Fils 2016 Sauvignon Blanc (Vin de France),$15, France Other,85,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Fournier Père et Fils
1512,13%,"California, California Other, California, US",750 ml,White, US,10/1/2017,"Light-bodied and refreshing, this wine leads with fresh cucumber aromas then opens crisp grapefruit and lemon flavors that feel lively on the palate.",,,Shenandoah Vineyards 2016 Sauvignon Blanc (California),$12, California,85, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Shenandoah Vineyards
1513,11.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"Made from Loire Valley fruit, this has the tangy, herbal character typical of cool-climate wines. Drink now.",,House of Burgundy,Villebois 2016 Sauvignon Blanc (Vin de France),$11, France Other,85,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Villebois
1514,11%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This crisp, clean and zesty wine is lightly herbal and immediately appealing. It's full of citrus and gooseberry flavors and is ready to drink.",La Belle Saison,Lionstone International,Vindivin 2016 La Belle Saison Sauvignon Blanc (Vin de France),$10, France Other,85,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Vindivin
1515,13%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,"This is an easy, open wine that is lightly herbal. There is a barnyard edge that masks the fruit, although there is bright crisp acidity to give it a lift. Drink now.",Le Charnay,Massanois Imports,Jean-Max Roger 2015 Le Charnay  (Menetou-Salon),$22, Loire Valley,85,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Jean-Max Roger
1516,12.5%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"This is a light bright wine, full of forward fruitiness. The tangy edge of minerality gives the wine a pleasing texture. Citrus fruits support this texture with their zest and acidity. The wine is ready to drink.",,Cape Classics,Paul Buisse 2016 Sauvignon Blanc (Touraine),$13, Loire Valley,85,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Paul Buisse
1517,13%,"Tejo, Portugal",750 ml,White, Portugal,10/1/2017,"One of the range of single-varietal bottlings from this estate, this wine is lightly herbal, with orange and green-plum flavors. With tangy acidity and a ripe character, the wine is ready to drink.",,American B.D,Quinta da Alorna 2016 Sauvignon Blanc (Tejo),$10,Tejo,85,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Quinta da Alorna
1518,12.5%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,"An herbal wine with gooseberry and citrus flavors, this is full of fruitiness with acidity and touch of flint and steel in the texture. The wine is ready to drink.",Domaine du Manay,Vintage Wine Marketing,Pierre Jacolin 2015 Domaine du Manay  (Menetou-Salon),$20, Loire Valley,85,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Pierre Jacolin
1519,12%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This warm style of Sauvignon Blanc has apricot and citrus flavors. Packed with fruit and with refreshing acidity, it makes a fine apéritif.",La Châsse,"Classic Wine Imports, Inc",Gabriel Meffre 2016 La Châsse Sauvignon Blanc (Vin de France),$10, France Other,85,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Gabriel Meffre
1520,12%,"Monticello, Virginia, US",750 ml,White, US,10/1/2017,"Gooseberry and lychee candy pervade over subtle notes of lemon, lime and eucalyptus. Vibrant on the palate, lychee and gooseberry remain the stars but take on a bitterness. Racy acidity is prevalent and lends itself to a tart finish.",,,Stinson 2015 Sauvignon Blanc (Monticello),$24, Virginia,85,Monticello,Carrie Dykes,,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Stinson
1521,12.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This is a soft, simple, light and fruity wine. Its lively acidity is refreshing and crisp. It has a fragrant perfume and is ready to drink.",La Petite Perrière,Esprit du Vin,Saget la Perrière 2016 La Petite Perrière Sauvignon Blanc (Vin de France),$12, France Other,85,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Saget la Perrière
1522,N/A,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"Ripe while also herbal, this is an easy fruity wine. It has an attractive spice and perfumed white-fruit character that enhances the crisp citrus fruit. Drink now.",Château de la Roche Sauvignon Blanc,Bronco Wine Company,Pierre Chainier 2016 Château de la Roche Sauvignon Blanc Sauvignon Blanc (Touraine),$13, Loire Valley,85,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Pierre Chainier
1523,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"With its silex soil, this vineyard is able to produce a distinctly mineral wine. This is crisp, tightly woven with acidity and herbal characteristics. That is balanced by the refreshing lemon and grapefruit flavors. Drink now.",Domaine Roc de Châteauvieux,Monsieur Touton Selection Ltd,Pierre Chainier 2016 Domaine Roc de Châteauvieux Sauvignon Blanc (Touraine),$13, Loire Valley,85,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Pierre Chainier
1524,12.5%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine is soft and open. It has some bright citrus and creamed-apple flavors that give it a ripe character. The wine is juicy, fruity and ready to drink.",Domaine Guenault,Saranty Imports,Bougrier 2016 Domaine Guenault Sauvignon Blanc (Touraine),$14, Loire Valley,85,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Bougrier
1525,12.5%,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,10/1/2017,"Lean, largely neutral citrus aromas set up a palate with medium weight. Melon, pineapple and passion-fruit flavors are fresh but minimal. A bright finish makes this a good match for ceviche.",Sustainably Farmed Estate Grown and Bottled,Vino Del Sol,Zolo 2016 Sustainably Farmed Estate Grown and Bottled Sauvignon Blanc (Mendoza),$10, Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Zolo
1526,12.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This wine is fruity and soft, with hints of citrus and herbal flavors. Its acidity is bright and attractive. Drink now.",Fleur de Carbonnel Sauvignon,"MHW, Ltd",M. & J-F Bertrand 2016 Fleur de Carbonnel Sauvignon Sauvignon Blanc (Vin de France),$15, France Other,84,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,M. & J-F Bertrand
1527,11.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"From a Loire Valley-based producer, this wine is crisp and cool. It has herbal touches and lively, citrusy acidity. Drink now.",Loupart Le Petit,"Highland Imports, LLC",Villebois 2016 Loupart Le Petit Sauvignon Blanc (Vin de France),N/A, France Other,84,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Villebois
1528,12.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This warm style of Sauvignon Blanc has easygoing acidity and gooseberry fruit flavors. It's lightly tangy, with a bright, crisp texture.",Le Val,Vinadeis Americas USA,Vinadeis 2016 Le Val Sauvignon Blanc (Vin de France),$12, France Other,84,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Vinadeis
