,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1440,13.5%,"San Lucas, Central Coast, California, US",750 ml,Red, US,9/1/2015,"Dust, black cherries and a hint of tarragon arise on the nose of this wine from a small appellation in Monterey County. Char and turned black soil power the very dark palate, which also shows a bit of sagebrush and prominent tannins.",,,Lockwood 2013 Merlot (San Lucas),$15, California,85, Central Coast,Matt Kettmann,@mattkettmann,San Lucas,Not rated yet [Add Your Review],Merlot,2013,Lockwood
1441,13.8%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,9/1/2015,"The variety is hard to find on this wine with aromas of tire rubber, barrel spice, green pepper and herb in the lead. It's medium bodied in feel, with soft tannins.",,,Kennedy Shah 2012 Merlot (Columbia Valley (WA)),$14, Washington,84, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2012,Kennedy Shah
1442,13.5%,"Monterey County, Central Coast, California, US",750 ml,Red, US,9/1/2015,"Red and black currants, wild berries and a graphite minerality show on the nose of this attractively priced wine. The palate is a tad sweet, showing dark red fruits.",,,Esser 2013 Merlot (Monterey County),$15, California,84, Central Coast,Matt Kettmann,@mattkettmann,Monterey County,Not rated yet [Add Your Review],Merlot,2013,Esser
1443,14.4%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,9/1/2015,"Leathery cedar and ripe, almost baked blackberry and blueberry commingle in this generously tannic wine, which has a note of bitterness at its end.",,,St. Francis 2012 Merlot (Sonoma County),$20, California,84, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Merlot,2012,St. Francis
1444,13.8%,"Napa Valley, Napa, California, US",750 ml,Red, US,9/1/2015,"This is a green, lean and somewhat sour wine, with an herbal personality that lies atop a world of smooth tannins.",,,Rutherford Hill 2011 Merlot (Napa Valley),$30, California,83, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Merlot,2011,Rutherford Hill
1445,13.9%,"Lodi, Central Valley, California, US",750 ml,Red, US,9/1/2015,"This offers smoky, toasted oak and herb aromas, full candied cherry and plum flavors, low acidity and fairly firm tannins.",,,Table No. 7 2011 Merlot (Lodi),$11, California,83, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Merlot,2011,Table No. 7
1446,14.5%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,9/1/2015,"A rustic, barnyard aroma greets one on the nose before a basic taste of stewed prunes waltzes in.",Kinneybrook,,Kunde 2012 Kinneybrook Merlot (Sonoma County),$17, California,82, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Merlot,2012,Kunde
1447,12.7%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,9/1/2015,"Earth, mint and blackberry flavors make this full-bodied and firmly-tannic wine both flavorful and eccentric. As the wine sits in the glass for several minutes the aroma become like beef bouillon and the texture on the palate is a bit astringent.",Private Reserve,,Garré 2010 Private Reserve Merlot (Livermore Valley),$35, California,82, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Merlot,2010,Garré
1448,14%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,9/1/2015,"This Merlot has not fully ripened, with aromas of bell pepper, green herbs and savory notes overriding any sense of variety. Flavors are faint and lighter in style, trailing on the finish.",,,James Wyatt 2013 Merlot (Horse Heaven Hills),$20, Washington,80, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Merlot,2013,James Wyatt
1449,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"One of Italy's most acclaimed Merlots, this concentrated wine opens with scents of black currants, cedar, sage and espresso. The firmly structured but polished palate delivers dried black cherry, black pepper, coffee and licorice alongside a backbone of velvety tannins. Drink 2017–2022.",Redigaffi,Leonardo LoCascio Selections–The Winebow Group,Tua Rita 2012 Redigaffi Merlot (Toscana),$400, Tuscany,94,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2012,Tua Rita
1450,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"A rich, ripe expression of one of Italy's iconic wines, this displays the heat of the 2011 vintage. It opens with aromas of red currants, tobacco, oak and exotic spice while the full-bodied palate delivers dried black cherries, blueberry extract, licorice and black pepper. Densely concentrated and tightly packed with assertive but fine-grained tannins, you'll need to give this time to unwind. Drink 2017–2026.",,Folio Fine Wine Partners,Masseto 2011 Merlot (Toscana),$625, Tuscany,94,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Masseto
1451,15%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"White truffle, dark chocolate, ripe plum and blue flowers are some of the aromas you'll find in this impressive Merlot. The powerful, extracted palate doles out fleshy blackberry, black cherry, clove, tobacco, licorice and cured meat. Velvety tannins wrap around the bold flavors, providing support and a smooth texture. You'll also detect the warmth of evident alcohol, which gives it a one-dimensional finish.",Palazzi,T. Edward Wines Ltd,Tenuta di Trinoro 2012 Palazzi Merlot (Toscana),$220, Tuscany,93,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2012,Tenuta di Trinoro
1452,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Black currants, blackberries, grilled herb, cedar and clove aromas lead the nose on this delicious, creamy wine. The smooth, savory palate doles out ripe black cherry, fleshy plum, white pepper, mint and anise. Firm, polished tannins support the juicy fruit flavors.",,Uva Imports,Fattoria Torre a Cona 2011 Merlot (Toscana),$45, Tuscany,93,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Fattoria Torre a Cona
1453,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Made entirely with Merlot, this full-bodied wine opens with aromas of ripe berry, coffee, vanilla, exotic spice and a whiff of grilled herb. The concentrated palate doles out fleshy black cherries, juicy raspberries licorice, chocolate and tobacco, while velvety tannins provide the framework. A note of dried sage closes the finish. It's already approachable but will continue to age well for several years or more. Drink through 2023.",Messorio,Vintus LLC,Le Macchiole 2011 Messorio Merlot (Toscana),$300, Tuscany,93,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Le Macchiole
1454,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Made entirely with Merlot, this full-bodied red opens with aromas of menthol, dark berries and cooking spices. The firm, savory palate offers ripe plum, juicy black cherry, cinnamon, clove and dark chocolate alongside velvety tannins. Drink through 2020.",Casalferro,"Dreyfus, Ashby & Co",Barone Ricasoli 2011 Casalferro Merlot (Toscana),$65, Tuscany,92,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Barone Ricasoli
1455,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"This 100% Merlot opens with enticing aromas of wild mint, blackberries, blue flowers and allspice. The firm palate doles out black currant, fleshy plum, tobacco, clove and licorice alongside velvety tannins. It's savory and balanced but drink sooner rather than later to capture the juicy fruit.",Aldone,Charlemagne Fine Wines,Terre del Marchesato 2011 Aldone Merlot (Toscana),$125, Tuscany,92,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Terre del Marchesato
1456,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"This full-bodied Merlot opens with aromas that recall cedar, licorice, mature plum and blackberry that follow through to the robust palate, alongside cracked peppercorn, clove and tobacco. Firm but velvety tannins provide the framework. Drink through 2018.",Basilica del Pruneto,Ethica Wines,Cafaggio 2010 Basilica del Pruneto Merlot (Toscana),$40, Tuscany,91,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2010,Cafaggio
1457,14.7%,"Yountville, Napa, California, US",750 ml,Red, US,8/1/2015,"Black pepper and thick smoke accentuate the bouquet of this cinnamon-spiced wine, rounded out in taste by red plum and dark chocolate. Soft and juicy on the front palate, it will benefit with time to open further, suggesting either a decant or time in cellar, through 2020. The wine is blended with 7% Cabernet Sauvignon.",,,Tamber Bey 2012 Merlot (Yountville),$75, California,91, Napa,Virginie Boone,@vboone,Yountville,Not rated yet [Add Your Review],Merlot,2012,Tamber Bey
1458,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"A pure expression of Merlot, this round, delicious wine opens with aromas of blueberry, blackberry, leather, licorice and tobacco. The juicy, smooth palate doles out fleshy black cherry, plum, mint, menthol and anise. Soft, velvety tannins give it a creamy texture. Drink through 2019.",Le Pratola,Regal Wine Imports Inc,Rocca di Castagnoli 2009 Le Pratola Merlot (Toscana),$40, Tuscany,91,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2009,Rocca di Castagnoli
1459,13.7%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,Red, US,8/1/2015,"Smooth and pleasantly herbal, this is a silky wine with a mix of blueberry, plum and cherry fruit. It spent 20 months in barrel, which lends a light chocolate note to the fruit. Velvety, delicate and most delightful, it should be consumed while it retains its youthful freshness.",,,Plaisance Ranch 2011 Merlot (Applegate Valley),$25, Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Applegate Valley,Not rated yet [Add Your Review],Merlot,2011,Plaisance Ranch
1460,14.8%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,8/1/2015,"From a producer that knows its way around the variety, this Reserve-tier wine shows off its burly pedigree in leather and tobacco, strapped around huge tannins. Crisper, high-toned red fruit makes itself felt midway through on the palate, finishing in handfuls of distinct black pepper.",Reserve,,St. Francis 2012 Reserve Merlot (Sonoma Valley),$50, California,90, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Merlot,2012,St. Francis
1461,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Red currant, vanilla, toasted oak, coffee and chocolate aromas lead the nose and follow through to the dense, full-bodied palate. It's one-dimensional but muscular, with ample, velvety tannins.",Quercegobbe,Terra Moretti Trading,Petra 2012 Quercegobbe Merlot (Toscana),$65, Tuscany,88,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2012,Petra
1462,13.9%,"Atlas Peak, Napa, California, US",750 ml,Red, US,8/1/2015,"Dried herb and green olive form an elegant bouquet for this mountain-grown wine that offers a mouthful of big, leathery tannin and oak. Larger bodied, it remains supple in spirit with a backbone of acidity that keeps it balanced through the tobacco-laden finish.",Limited Release,,Rutherford Hill 2011 Limited Release Merlot (Atlas Peak),$49, California,88, Napa,Virginie Boone,@vboone,Atlas Peak,Not rated yet [Add Your Review],Merlot,2011,Rutherford Hill
1463,13.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Red currant, blackberry, espresso, wood shavings and cedar aromas unfold in the glass. The palate offers dried black cherry, anise, coffee, coconut and oak alongside alongside drying tannins that leave an astringent finish. The fruit is starting to dry up so drink sooner rather than later.",Mammolo,Montcalm Wine Importers,Cennatoio 2010 Mammolo Merlot (Toscana),$65, Tuscany,88,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2010,Cennatoio
1464,14%,"Maipo Valley, Chile",750 ml,Red, Chile,8/1/2015,"Concentrated aromas of plum and black currant come with a leathery, earthy accent. Dense, jammy and ripe in feel, this features blackberry, baked plum and chocolate flavors. A licorice note and controlled heat rise up on a powerful finish.",Cefiro Reserva,Carolina Wine Brands USA,Viña Casablanca 2013 Cefiro Reserva Merlot (Maipo Valley),$12,Maipo Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2013,Viña Casablanca
1465,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Toasted oak, exotic spice and baked black fruit aromas slowly take shape on this structured Merlot. The densely extracted palate delivers coconut, blackberry extract, espresso, anisette and roasted coffee bean alongside rather astringent tannins.",Giorgio Bartholomäus,Multiple U.S. importers,Tenuta Argentiera 2011 Giorgio Bartholomäus Merlot (Toscana),$140, Tuscany,88,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2011,Tenuta Argentiera
1466,15%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Aromas of vanilla, prune and nutmeg lead the nose on this robust Merlot. The dense, monolithic palate offers raisin, leather and licorice alongside the heat of evident alcohol and drying tannins. It's shy on freshness and fruit richness so drink sooner rather than later.",Trasolo,Palmateer Consulting LLC,Tenuta Villa Trasqua 2008 Trasolo Merlot (Toscana),$120, Tuscany,88,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2008,Tenuta Villa Trasqua
1467,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Made entirely with Merlot, this densely extracted wine opens with aromas of toasted oak, black currants and vanilla. The tightly packed palate delivers dried blackberries, tobacco, espresso and licorice alongside raspy wood tannins that leave an astringent finish. It lacks the fruit richness to stand up to the heavy oak influence.",Poggio ai Merli,Leonardo LoCascio Selections–The Winebow Group,Castellare di Castellina 2013 Poggio ai Merli Merlot (Toscana),$110, Tuscany,88,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Merlot,2013,Castellare di Castellina
1468,13.9%,"Central Coast, Central Coast, California, US",750 ml,Red, US,8/1/2015,"Fresh red cherries, strawberries and cranberry greet the nose on this widely available wine that also shows mocha and charred chaparral. The palate is lively and also boasts some decent tannins, offering flavors of plum and pomegranate juice, crushed marjoram and licorice.",Coastal Collection,,William Hill Estate 2013 Coastal Collection Merlot (Central Coast),$17, California,87, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],Merlot,2013,William Hill Estate
1469,13%,"Rapel Valley, Chile",750 ml,Red, Chile,8/1/2015,"Leather, fresh mushroom and stalky notes surround a core of black-fruit aromas. This feels hard and choppy, with bold acidity that isn't fully integrated. Plum and berry flavors end in a bright finish driven by the acidity.",Casa Grand Selection,Terlato Wines International,Lapostolle 2013 Casa Grand Selection Merlot (Rapel Valley),$14,Rapel Valley,87,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2013,Lapostolle
